disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType
1378,6/3/2001,SEVERE STORMS FLOODING AND LANDSLIDES,5/15/2001,9/4/2001,Major Disaster,WV,West Virginia                 ,Severe Storm(s)
2388,11/9/2001,SC - LONG BAY FIRE - 11/09/2001,11/7/2001,11/26/2001,Fire Suppression,SC,South Carolina                ,Fire
2375,8/15/2001,OR  BRIDGE CREEK FIRES 2375,8/15/2001,8/19/2001,Fire Suppression,OR,Oregon                        ,Fire
2363,5/23/2001,PERRY FIRE COMPLEX,5/23/2001,,Fire Suppression,FL,Florida                       ,Fire
2381,8/19/2001,UT - MOLLIE FIRE - 08/19/01,8/18/2001,,Fire Suppression,UT,Utah                          ,Fire
2376,8/16/2001,WA TONASKET FIRE COMPLEX 2376,8/14/2001,8/29/2001,Fire Suppression,WA,Washington                    ,Fire
1381,6/17/2001,TROPICAL STORM ALLISON,6/11/2001,6/15/2001,Major Disaster,FL,Florida                       ,Severe Storm(s)
1377,5/28/2001,SEVERE WINTER STORMS,4/8/2001,4/9/2001,Major Disaster,MT,Montana                       ,Severe Storm(s)
2366,7/5/2001,NV - TEN MILE FIRE - 07/05/2001,7/5/2001,7/5/2001,Fire Suppression,NV,Nevada                        ,Fire
2369,8/1/2001,SD - ELK MOUNTAIN FIRE COMPLEX - 08/01/01,7/30/2001,,Fire Suppression,SD,South Dakota                  ,Fire
1366,4/27/2001,SEVERE STORMS HAIL FLOODING AND TORNADOES,4/21/2001,5/1/2001,Major Disaster,KS,Kansas                        ,Severe Storm(s)
1371,5/16/2001,SEVERE WINTER STORMS AND FLOODING,3/5/2001,3/31/2001,Major Disaster,ME,Maine                         ,Severe Storm(s)
2374,8/14/2001,WA - ICICLE FIRE COMPLEX - 2374,8/14/2001,8/21/2001,Fire Suppression,WA,Washington                    ,Fire
1375,5/17/2001,SEVERE WINTER STORMS FLOODING AND ICE JAMS,3/1/2001,4/30/2001,Major Disaster,SD,South Dakota                  ,Flood
3166,3/28/2001,SNOW,3/5/2001,3/7/2001,Emergency,NH,New Hampshire                 ,Snow
1357,1/12/2001,SEVERE WINTER ICE STORM,12/11/2000,1/3/2001,Major Disaster,LA,Louisiana                     ,Severe Ice Storm
1362,3/5/2001,SEVERE STORMS AND FLOODING,2/16/2001,2/17/2001,Major Disaster,AL,Alabama                       ,Severe Storm(s)
2354,2/19/2001,FL - OKEECHOBEE COMPLEX FIRE,2/19/2001,,Fire Suppression,FL,Florida                       ,Fire
1364,4/10/2001,SEVERE STORMS AND FLOODING,3/5/2001,4/16/2001,Major Disaster,MA,Massachusetts                 ,Severe Storm(s)
1359,2/5/2001,SEVERE FREEZE ,12/1/2000,1/25/2001,Major Disaster,FL,Florida                       ,Freezing
1363,3/13/2001,SEVERE STORMS AND FLOODING,2/14/2001,3/21/2001,Major Disaster,AR,Arkansas                      ,Severe Storm(s)
3161,1/17/2001,ILLINOIS WINTER SNOW STORMS,12/11/2000,12/31/2000,Emergency,IL,Illinois                      ,Snow
1360,2/23/2001,SEVERE STORMS AND TORNADOES,2/16/2001,3/15/2001,Major Disaster,MS,Mississippi                   ,Severe Storm(s)
2357,4/17/2001,FL - ORLANDO COMPLEX FIRE,4/16/2001,,Fire Suppression,FL,Florida                       ,Fire
3164,3/20/2001,SNOW,3/5/2001,3/31/2001,Emergency,ME,Maine                         ,Snow
3165,3/28/2001,SNOW,3/5/2001,3/7/2001,Emergency,MA,Massachusetts                 ,Snow
3163,1/24/2001,SNOW,12/11/2000,12/31/2000,Emergency,WI,Wisconsin                     ,Snow
1365,4/17/2001,SEVERE STORMS AND FLOODING,4/3/2001,4/5/2001,Major Disaster,MS,Mississippi                   ,Severe Storm(s)
1361,3/1/2001,EARTHQUAKE,2/28/2001,3/16/2001,Major Disaster,WA,Washington                    ,Earthquake
1353,12/29/2000,SEVERE WINTER STORMS AND TORNADOES,11/1/2000,11/20/2000,Major Disaster,ND,North Dakota                  ,Tornado
2350,11/4/2000,KY - EASTERN DISTRICT FIRE COMPLEX - 11/03/00,10/30/2000,,Fire Suppression,KY,Kentucky                      ,Fire
2343,9/21/2000,OK-OAKCLIFF FIRE COMPLEX-9/21/00,9/19/2000,10/2/2000,Fire Suppression,OK,Oklahoma                      ,Fire
2333,9/7/2000,TX - MESQUITE CREEK FIRE - 09/08/00,9/6/2000,9/8/2000,Fire Suppression,TX,Texas                         ,Fire
1355,1/5/2001,SEVERE WINTER ICE STORM,12/25/2000,1/10/2001,Major Disaster,OK,Oklahoma                      ,Severe Ice Storm
1348,11/9/2000,SEVERE STORMS AND FLOODING,10/28/2000,11/2/2000,Major Disaster,HI,Hawaii                        ,Severe Storm(s)
2342,9/21/2000,OK-BRISTOW FIRE COMPLEX-9/18/00,9/18/2000,9/25/2000,Fire Suppression,OK,Oklahoma                      ,Fire
2334,9/7/2000,TX - FROST FIRE - 09/08/00,9/6/2000,9/7/2000,Fire Suppression,TX,Texas                         ,Fire
1351,12/13/2000,SEVERE WINTER STORM,10/31/2000,11/20/2000,Major Disaster,WY,Wyoming                       ,Severe Storm(s)
1349,11/27/2000,SEVERE STORMS AND FLOODING,10/21/2000,10/29/2000,Major Disaster,OK,Oklahoma                      ,Severe Storm(s)
1342,9/14/2000,EARTHQUAKE,9/3/2000,9/3/2000,Major Disaster,CA,California                    ,Earthquake
2335,9/8/2000,TX-DEEP CREEK FIRE-9/8/00,9/8/2000,9/13/2000,Fire Suppression,TX,Texas                         ,Fire
1352,12/18/2000,SEVERE STORMS AND TORNADOES,12/16/2000,12/22/2000,Major Disaster,AL,Alabama                       ,Severe Storm(s)
2355,2/19/2001,FL - CALOOSAHATCHEE FIRE COMPLEX,2/19/2001,,Fire Suppression,FL,Florida                       ,Fire
2338,9/16/2000,CO - ELDORADO FIRE,9/16/2000,9/20/2000,Fire Suppression,CO,Colorado                      ,Fire
3160,1/10/2001,SNOW,12/11/2000,12/31/2000,Emergency,MI,Michigan                      ,Snow
3158,12/28/2000,SEVERE WINTER AND ICE STORM,12/25/2000,1/10/2001,Emergency,OK,Oklahoma                      ,Severe Ice Storm
1345,10/4/2000,SEVERE STORMS AND FLOODING,10/3/2000,10/11/2000,Major Disaster,FL,Florida                       ,Severe Storm(s)
2339,9/17/2000,AL - COUNTY LINE FIRE - 09/17/2000,9/15/2000,,Fire Suppression,AL,Alabama                       ,Fire
2325,8/26/2000,TX - LIVE OAK LOOP FIRE,8/26/2000,8/29/2000,Fire Suppression,TX,Texas                         ,Fire
2353,3/18/2001,FL - LAKELAND COMPLEX FIRE,2/17/2001,,Fire Suppression,FL,Florida                       ,Fire
3155,10/11/2000,WEST NILE VIRUS,5/22/2000,11/1/2000,Emergency,NY,New York                      ,Other
2351,1/5/2001,TX - ALSBURY FIRE - 08/29/00,8/28/2000,9/13/2000,Fire Suppression,TX,Texas                         ,Fire
2326,8/28/2000,MT - WILLIE FIRE,8/28/2000,,Fire Suppression,MT,Montana                       ,Fire
1346,10/17/2000,SEVERE STORMS AND FLOODING,9/10/2000,9/11/2000,Major Disaster,MI,Michigan                      ,Severe Storm(s)
1340,8/30/2000,WILDFIRES,7/13/2000,9/25/2000,Major Disaster,MT,Montana                       ,Fire
3156,11/1/2000,WEST NILE VIRUS,5/30/2000,11/1/2000,Emergency,NJ,New Jersey                    ,Other
2328,9/3/2000,TX - MOORE BRANCH FIRE - 09/03/00,9/3/2000,10/4/2000,Fire Suppression,TX,Texas                         ,Fire
2346,11/2/2000,TN - KNOXVILLE FIRE COMPLEX - 11/02/00,10/30/2000,,Fire Suppression,TN,Tennessee                     ,Fire
2329,9/4/2000,TX - STANLEY MAINLINE FIRE - 09/04/00,9/4/2000,9/8/2000,Fire Suppression,TX,Texas                         ,Fire
1343,9/26/2000,SEVERE STORMS AND TORNADO ,9/20/2000,9/20/2000,Major Disaster,OH,Ohio                          ,Severe Storm(s)
3167,4/10/2001,SNOW,3/5/2001,3/7/2001,Emergency,VT,Vermont                       ,Snow
2347,11/3/2000,TN - COOKEVILLE FIRE COMPLEX - 11/03/00,11/1/2000,,Fire Suppression,TN,Tennessee                     ,Fire
2330,9/5/2000,TX - SHEPPARD REESE FIRE - 09/04/00,9/4/2000,9/5/2000,Fire Suppression,TX,Texas                         ,Fire
1358,1/18/2001,SEVERE STORMS AND FLOODING,12/16/2000,12/18/2000,Major Disaster,VT,Vermont                       ,Severe Storm(s)
2352,1/5/2001,TX - AMHURST STREET FIRE - 09/04/00,9/4/2000,9/5/2000,Fire Suppression,TX,Texas                         ,Fire
3157,12/4/2000,SNOW,11/19/2000,11/21/2000,Emergency,NY,New York                      ,Snow
2344,10/3/2000,TX - QUAIL RUN FIRE - 10/03/00,10/2/2000,10/3/2000,Fire Suppression,TX,Texas                         ,Fire
2336,9/10/2000,TX-MILAM STREET FIRE-9/9/00,9/9/2000,9/10/2000,Fire Suppression,TX,Texas                         ,Fire
3162,1/24/2001,SNOW,12/11/2000,12/31/2000,Emergency,IN,Indiana                       ,Snow
1354,12/29/2000,SEVERE WINTER ICE STORM,12/12/2000,1/8/2001,Major Disaster,AR,Arkansas                      ,Severe Ice Storm
1347,10/27/2000,SEVERE STORMS AND FLOODING,10/21/2000,11/8/2000,Major Disaster,AZ,Arizona                       ,Severe Storm(s)
2341,9/19/2000,OK-ARBUCKLE FIRE COMPLEX-9/18/00,9/18/2000,10/5/2000,Fire Suppression,OK,Oklahoma                      ,Fire
1341,9/1/2000,WILDFIRES,7/27/2000,9/26/2000,Major Disaster,ID,Idaho                         ,Fire
2348,11/3/2000,TN-GREENEVILLE FIRE COMPLEX-11/03/00,10/30/2000,,Fire Suppression,TN,Tennessee                     ,Fire
2345,10/20/2000,MN - CARLOS EDGE FIRE COMPLEX - 10/19/2000,10/19/2000,11/2/2000,Fire Suppression,MN,Minnesota                     ,Fire
2331,9/5/2000,TX - PEACH CREEK FIRE - 09/04/00,9/4/2000,9/9/2000,Fire Suppression,TX,Texas                         ,Fire
2327,8/31/2000,TX - RANGER HILL FIRE - 8/30/00,8/30/2000,9/13/2000,Fire Suppression,TX,Texas                         ,Fire
1350,12/6/2000,SEVERE WINTER STORMS,10/31/2000,11/20/2000,Major Disaster,MT,Montana                       ,Severe Storm(s)
2349,11/4/2000,KY - SOUTHEASTERN DISTRICT FIRE COMPLEX - 11/03/00,10/30/2000,,Fire Suppression,KY,Kentucky                      ,Fire
2337,9/11/2000,LA-WESTERN LOUISIANA FIRE COMPLEX-9/8/00,9/8/2000,9/22/2000,Fire Suppression,LA,Louisiana                     ,Fire
2332,9/5/2000,TX - WARREN CHAPEL FIRE - 09/04/00,9/4/2000,9/7/2000,Fire Suppression,TX,Texas                         ,Fire
3159,12/28/2000,SEVERE WINTER ICE STORM,12/12/2000,1/8/2001,Emergency,AR,Arkansas                      ,Severe Ice Storm
2340,9/18/2000,TX-PINE COVE FIRE-9/18/00,9/17/2000,9/18/2000,Fire Suppression,TX,Texas                         ,Fire
1356,1/8/2001,SEVERE WINTER ICE STORM,12/12/2000,1/15/2001,Major Disaster,TX,Texas                         ,Severe Ice Storm
1344,10/3/2000,TROPICAL STORM HELENE ,9/21/2000,10/4/2000,Major Disaster,FL,Florida                       ,Severe Storm(s)
2324,8/25/2000,SD JASPER FIRE IR #3,8/24/2000,,Fire Suppression,SD,South Dakota                  ,Fire
1338,8/17/2000,SEVERE THUNDERSTORMS,8/7/2000,8/7/2000,Major Disaster,DC,District of Columbia          ,Severe Storm(s)
2318,8/8/2000,MT - CENTRAL ZONE 3C FIRE COMPLEX,8/8/2000,,Fire Suppression,MT,Montana                       ,Fire
2316,8/1/2000,NV - ARROWCREEK FIRE,8/1/2000,8/5/2000,Fire Suppression,NV,Nevada                        ,Fire
2314,7/24/2000,MT - CENTRAL ZONE 3B FIRE COMPLEX,7/24/2000,,Fire Suppression,MT,Montana                       ,Fire
2321,8/16/2000,MT - SOUTH CENTRAL ZONE 4 FIRE COMPLEX,8/16/2000,,Fire Suppression,MT,Montana                       ,Fire
1335,7/21/2000,SEVERE STORMS AND FLOODING,5/3/2000,8/12/2000,Major Disaster,NY,New York                      ,Severe Storm(s)
1333,6/27/2000,SEVERE STORMS AND FLOODING,5/17/2000,7/26/2000,Major Disaster,MN,Minnesota                     ,Severe Storm(s)
2323,8/25/2000,WA - MULE DRY FIRE - 2000,8/23/2000,8/27/2000,Fire Suppression,WA,Washington                    ,Fire
2322,8/23/2000,TX-CHICKEN FIRE-0823-00,8/23/2000,10/9/2000,Fire Suppression,TX,Texas                         ,Fire
2319,8/13/2000,FLAGPOLE FIRE COMPLEX,8/11/2000,8/20/2000,Fire Suppression,SD,South Dakota                  ,Fire
2320,8/14/2000,MT - NORTHWESTERN ZONE 1 FIRE COMPLEX,8/14/2000,,Fire Suppression,MT,Montana                       ,Fire
1336,7/27/2000,SEVERE STORMS AND FLOODING,7/14/2000,7/18/2000,Major Disaster,VT,Vermont                       ,Severe Storm(s)
1339,8/21/2000,SEVERE STORMS AND FLOODING,7/29/2000,8/2/2000,Major Disaster,OH,Ohio                          ,Severe Storm(s)
2315,7/31/2000,WY - DEAD HORSE FIRE,7/30/2000,8/3/2000,Fire Suppression,WY,Wyoming                       ,Fire
2294,4/11/2000,FL - MERRITT FIRE,4/11/2000,,Fire Suppression,FL,Florida                       ,Fire
3154,5/10/2000,SEVERE FIRE THREATS,5/5/2000,7/7/2000,Emergency,NM,New Mexico                    ,Fire
1309,11/23/1999,HURRICANE LENNY MAJOR DECLARATION,11/17/1999,11/20/1999,Major Disaster,VI,Virgin Islands of the U.S.    ,Hurricane
1310,1/10/2000,TORNADOES SEVERE STORMS TORRENTIAL RAINS AND FLASH FLOODING,1/3/2000,1/4/2000,Major Disaster,KY,Kentucky                      ,Tornado
1327,5/3/2000,SEVERE STORMS AND TORNADOES,4/19/2000,4/20/2000,Major Disaster,KS,Kansas                        ,Severe Storm(s)
2297,5/14/2000,SCOTT ABLE FIRE,5/11/2000,6/19/2000,Fire Suppression,NM,New Mexico                    ,Fire
2290,1/4/2000,PURGATORY FIRE,1/4/2000,1/4/2000,Fire Suppression,TX,Texas                         ,Fire
1312,1/31/2000,SEVERE WINTER STORM,1/24/2000,2/1/2000,Major Disaster,NC,North Carolina                ,Severe Storm(s)
1330,5/19/2000,SEVERE WINTER STORM FLOODING LANDSLIDES AND MUDSLIDES,4/18/2000,4/20/2000,Major Disaster,SD,South Dakota                  ,Severe Storm(s)
2313,7/22/2000,WA-WILDFIRE-07-24-2000,7/22/2000,,Fire Suppression,WA,Washington                    ,Fire
1315,2/15/2000,SEVERE STORMS/TORNADOS ,2/14/2000,2/14/2000,Major Disaster,GA,Georgia                       ,Severe Storm(s)
2308,6/12/2000,BOBCAT GULCH FIRE ,6/12/2000,6/24/2000,Fire Suppression,CO,Colorado                      ,Fire
2301,5/28/2000,FL ORLANDO DISTRICT FIRE COMPLEX,5/28/2000,,Fire Suppression,FL,Florida                       ,Fire
1322,3/17/2000,SEVERE STORMS AND FLOODING,3/10/2000,3/11/2000,Major Disaster,AL,Alabama                       ,Severe Storm(s)
1317,2/18/2000,SEVERE WINTER STORMS,1/22/2000,1/29/2000,Major Disaster,AL,Alabama                       ,Severe Storm(s)
2310,6/15/2000,NM-LA CUEVA FIRE,6/15/2000,6/21/2000,Fire Suppression,NM,New Mexico                    ,Fire
2317,8/5/2000,MT-SOUTHWESTERN ZONE TWO FIRE COMPLEX,8/5/2000,,Fire Suppression,MT,Montana                       ,Fire
1324,4/10/2000,SEVERE WINTER STORM,1/25/2000,1/30/2000,Major Disaster,MD,Maryland                      ,Severe Storm(s)
2303,5/29/2000,FL WACCASASSA FIRE COMPLEX,5/29/2000,,Fire Suppression,FL,Florida                       ,Fire
2288,11/20/1999,KY  WILDFIRES #001,11/16/1999,,Fire Suppression,KY,Kentucky                      ,Fire
1319,2/28/2000,FLOODING SEVERE STORMS AND LANDSLIDES,2/18/2000,2/22/2000,Major Disaster,WV,West Virginia                 ,Flood
2306,6/5/2000,FL SUWANNEE FIRE COMPLEX,6/5/2000,,Fire Suppression,FL,Florida                       ,Fire
1321,3/7/2000,SEVERE STORMS AND FLOODING,2/18/2000,3/2/2000,Major Disaster,OH,Ohio                          ,Severe Storm(s)
1337,8/17/2000,SEVERE STORMS FLOODING AND MUDSLIDES,8/12/2000,8/21/2000,Major Disaster,NJ,New Jersey                    ,Severe Storm(s)
2307,6/9/2000,FL PERRY FIRE COMPLEX,6/9/2000,,Fire Suppression,FL,Florida                       ,Fire
2296,5/8/2000,CREE FIRE,5/7/2000,6/30/2000,Fire Suppression,NM,New Mexico                    ,Fire
2292,3/9/2000,CAMDEN FIRE COMPLEX,3/7/2000,3/11/2000,Fire Suppression,MO,Missouri                      ,Fire
2291,1/5/2000,BOB'S TRAIL FIRE,1/5/2000,1/5/2000,Fire Suppression,TX,Texas                         ,Fire
1334,6/27/2000,SEVERE STORMS FLOODING AND GROUND SATURATION,4/5/2000,8/12/2000,Major Disaster,ND,North Dakota                  ,Severe Storm(s)
2295,4/20/2000,RIO GRANDE FIRE COMPLEX,4/18/2000,4/30/2000,Fire Suppression,NM,New Mexico                    ,Fire
2299,5/19/2000,WITHLACOOCHEE FIRE COMPLEX,5/19/2000,,Fire Suppression,FL,Florida                       ,Fire
3153,12/6/1999,WAREHOUSE FIRE.,12/3/1999,12/13/1999,Emergency,MA,Massachusetts                 ,Fire
1314,2/15/2000,SEVERE WINTER STORM ,1/27/2000,1/30/2000,Major Disaster,LA,Louisiana                     ,Snow
1329,5/13/2000,SEVERE FOREST FIRE,5/5/2000,6/9/2000,Major Disaster,NM,New Mexico                    ,Fire
2305,6/2/2000,FL JACKSONVILLE FIRE COMPLEX,6/2/2000,,Fire Suppression,FL,Florida                       ,Fire
1311,1/28/2000,SEVERE WINTER STORM,1/22/2000,2/1/2000,Major Disaster,GA,Georgia                       ,Severe Storm(s)
2311,2/29/2000,TWO FORK FIRE,6/28/2000,,Fire Suppression,WA,Washington                    ,Fire
2298,5/16/2000,FLOWERS-MYAKKA FIRE COMPLEX,5/15/2000,,Fire Suppression,FL,Florida                       ,Fire
1313,1/31/2000,SEVERE WINTER STORM,1/22/2000,2/1/2000,Major Disaster,SC,South Carolina                ,Severe Storm(s)
2304,5/30/2000,VIVEACH FIRE,5/29/2000,7/31/2000,Fire Suppression,NM,New Mexico                    ,Fire
1320,2/28/2000,SEVERE STORMS AND FLOODING,2/18/2000,3/2/2000,Major Disaster,KY,Kentucky                      ,Severe Storm(s)
1332,6/24/2000,SEVERE STORMS TORNADOES AND FLOODING,5/26/2000,7/19/2000,Major Disaster,WI,Wisconsin                     ,Severe Storm(s)
2309,6/12/2000,HIGH MEADOWS FIRE ,6/12/2000,6/25/2000,Fire Suppression,CO,Colorado                      ,Fire
1325,4/10/2000,SEVERE WINTER STORM,1/25/2000,1/31/2000,Major Disaster,DC,District of Columbia          ,Severe Storm(s)
1323,4/7/2000,SEVERE STORMS TORNADOES AND FLOODING,3/28/2000,3/29/2000,Major Disaster,TX,Texas                         ,Tornado
2287,11/22/1999,JORDAN CREEK FIRE,11/22/1999,11/22/1999,Fire Suppression,TX,Texas                         ,Fire
2302,5/28/2000,FL BUNNELL FIRE COMPLEX,5/28/2000,,Fire Suppression,FL,Florida                       ,Fire
1318,2/28/2000,SEVERE WINTER STORMS,1/25/2000,1/30/2000,Major Disaster,VA,Virginia                      ,Severe Storm(s)
1328,5/12/2000,SEVERE THUNDERSTORMS AND FLASH FLOODING,5/6/2000,5/7/2000,Major Disaster,MO,Missouri                      ,Flood
1331,6/12/2000,SEVERE STORMS TORNADOES AND FLOODING,5/23/2000,5/31/2000,Major Disaster,TN,Tennessee                     ,Severe Storm(s)
2356,1/13/2000,NV - SPRING CREEK FIRE - 1999,8/6/1999,8/6/1999,Fire Suppression,NV,Nevada                        ,Fire
2293,3/20/2000,HAWAII COUNTY FIRE COMPLEX,3/20/2000,3/23/2000,Fire Suppression,HI,Hawaii                        ,Fire
2300,5/20/2000,LAKELAND DISTRICT FIRE,5/22/2000,,Fire Suppression,FL,Florida                       ,Fire
2312,6/30/2000,RENO FIRE COMPLEX,6/28/2000,6/30/2000,Fire Suppression,NV,Nevada                        ,Fire
1316,2/17/2000,SEVERE WINTER STORMS AND AVALANCHES,12/21/1999,2/23/2000,Major Disaster,AK,Alaska                        ,Severe Storm(s)
1326,4/28/2000,SEVERE STORMS FLOODING AND ICE JAMS,3/28/2000,4/26/2000,Major Disaster,ME,Maine                         ,Severe Storm(s)
2289,1/3/2000,SADDLEBACK FIRE,1/3/2000,1/3/2000,Fire Suppression,TX,Texas                         ,Fire
1307,11/10/1999,TROPICAL STORM FLOYD,9/16/1999,9/21/1999,Major Disaster,VT,Vermont                       ,Severe Storm(s)
1303,9/24/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/16/1999,9/20/1999,Major Disaster,MD,Maryland                      ,Hurricane
1300,9/22/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/13/1999,9/25/1999,Major Disaster,FL,Florida                       ,Hurricane
3150,10/15/1999,TROPICAL STORM IRENE - FLORIDA,10/14/1999,10/19/1999,Emergency,FL,Florida                       ,Hurricane
2286,10/26/1999,BLUESTEM FIRE,10/26/1999,10/26/1999,Fire Suppression,TX,Texas                         ,Fire
1298,9/22/1999,TROPICAL DEPRESSION DENNIS PA,9/6/1999,9/7/1999,Major Disaster,PA,Pennsylvania                  ,Flood
2282,9/19/1999,WILLIAMS RANCH FIRE,9/19/1999,9/28/1999,Fire Suppression,TX,Texas                         ,Fire
1297,9/21/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/15/1999,9/17/1999,Major Disaster,DE,Delaware                      ,Hurricane
1305,10/18/1999,TROPICAL STORM FLOYD ,9/16/1999,9/18/1999,Major Disaster,NH,New Hampshire                 ,Hurricane
1302,9/23/1999,HURRICANE FLOYD ,9/16/1999,9/21/1999,Major Disaster,CT,Connecticut                   ,Hurricane
3152,11/17/1999,HURRICANE LENNY,11/17/1999,11/20/1999,Emergency,VI,Virgin Islands of the U.S.    ,Hurricane
1290,9/6/1999,VIRGINIA TROPICAL STORM DENNIS 08/27/99,8/27/1999,9/13/1999,Major Disaster,VA,Virginia                      ,Hurricane
2278,9/18/1999,AL - CHELSEA FIRE - 09/18/99,9/17/1999,,Fire Suppression,AL,Alabama                       ,Fire
2264,6/24/1999,RESERVOIR FIRE,6/24/1999,6/26/1999,Fire Suppression,NV,Nevada                        ,Fire
1288,8/26/1999,SEVERE ICE STORM AND FLOODING,3/1/1999,5/30/1999,Major Disaster,MN,Minnesota                     ,Severe Ice Storm
3145,9/15/1999,HURRICANE FLOYD EMERGENCY DECLARATIONS,9/14/1999,9/25/1999,Emergency,SC,South Carolina                ,Hurricane
1294,9/18/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/16/1999,9/29/1999,Major Disaster,PA,Pennsylvania                  ,Hurricane
2266,7/26/1999,FISHEL CREEK FIRE COMPLEX,7/24/1999,7/26/1999,Fire Suppression,MT,Montana                       ,Fire
2274,8/31/1999,DALBY SPRINGS FIRE,8/31/1999,9/1/1999,Fire Suppression,TX,Texas                         ,Fire
2283,9/24/1999,AL - MARTIN SCHOOL FIRE - 09/18/1999,9/16/1998,,Fire Suppression,AL,Alabama                       ,Fire
1277,5/21/1999,SEVERE STORMS FLOODING AND TORNADOES,5/16/1999,5/29/1999,Major Disaster,IA,Iowa                          ,Severe Storm(s)
2273,8/31/1999,MIDLOTHIAN FIRE,8/31/1999,8/31/1999,Fire Suppression,TX,Texas                         ,Fire
3142,9/1/1999,EXTREME FIRE HAZARDS,8/1/1999,12/10/1999,Emergency,TX,Texas                         ,Fire
2263,6/12/1999,AZ - RAINBOW FIRE - 06/11/1999,6/11/1999,6/12/1999,Fire Suppression,AZ,Arizona                       ,Fire
3146,9/15/1999,HURRICANE FLOYD EMERGENCY DECLARATIONS,9/15/1999,10/4/1999,Emergency,NC,North Carolina                ,Hurricane
1283,7/28/1999,SEVERE STORMS WINDS AND FLOODING,7/4/1999,8/2/1999,Major Disaster,MN,Minnesota                     ,Severe Storm(s)
3148,9/17/1999,HURRICANE FLOYD EMERGENCY DECLARATIONS,9/16/1999,9/18/1999,Emergency,NJ,New Jersey                    ,Hurricane
1284,8/16/1999,WI-FLOOD-07/20/99,7/4/1999,7/31/1999,Major Disaster,WI,Wisconsin                     ,Flood
1306,10/20/1999,FL-HURRICANE IRENE-DR-REQ,10/14/1999,10/24/1999,Major Disaster,FL,Florida                       ,Hurricane
1293,9/18/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/13/1999,9/26/1999,Major Disaster,VA,Virginia                      ,Hurricane
1285,8/16/1999,TORNADO SEVERE THUNDERSTORMS AND HAIL,8/11/1999,8/11/1999,Major Disaster,UT,Utah                          ,Tornado
2277,9/18/1999,AL - RUSSELLVILLE FIRE - 09/18/99,9/10/1999,,Fire Suppression,AL,Alabama                       ,Fire
2271,8/25/1999,RED ROCK FIRE,8/24/1999,8/28/1999,Fire Suppression,NV,Nevada                        ,Fire
1308,11/18/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/16/1999,9/19/1999,Major Disaster,ME,Maine                         ,Hurricane
2281,9/18/1999,AL - LOOKOUT MOUNTAIN FIRE - 09/18/99,9/15/1999,,Fire Suppression,AL,Alabama                       ,Fire
1299,9/21/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/14/1999,9/30/1999,Major Disaster,SC,South Carolina                ,Hurricane
2285,8/31/1999,TX-GREENVILLE FIRE,7/27/1998,8/1/1998,Fire Suppression,TX,Texas                         ,Fire
3140,9/1/1999,CA-WILDFIRES-08/25/1999,8/24/1999,11/29/1999,Emergency,CA,California                    ,Fire
3151,11/17/1999,HURRICANE LENNY,11/17/1999,11/20/1999,Emergency,PR,Puerto Rico                   ,Hurricane
1280,6/9/1999,SEVERE STORMS TORNADOES AND FLOODING,6/4/1999,6/18/1999,Major Disaster,SD,South Dakota                  ,Tornado
1295,9/18/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/16/1999,9/18/1999,Major Disaster,NJ,New Jersey                    ,Hurricane
2280,9/18/1999,AL - MACINTOSH FIRE - 09/18/99,9/17/1999,,Fire Suppression,AL,Alabama                       ,Fire
2270,8/21/1999,REESE CREEK FIRE,8/21/1999,8/22/1999,Fire Suppression,TX,Texas                         ,Fire
2284,8/31/1999,TX-ALCOA FIRE,7/7/1998,7/12/1998,Fire Suppression,TX,Texas                         ,Fire
3144,9/14/1999,HURRICANE FLOYD EMERGENCY DECLARATIONS,9/14/1999,9/17/1999,Emergency,GA,Georgia                       ,Hurricane
2275,9/16/1999,BEAVER CREEK FIRE,9/16/1999,9/18/1999,Fire Suppression,TX,Texas                         ,Fire
1282,7/22/1999,SEVERE STORMS AND FLOODING,7/2/1999,8/10/1999,Major Disaster,IA,Iowa                          ,Severe Storm(s)
2269,8/9/1999,WEST POINT FIRE COMPLEX,8/6/1999,8/6/1999,Fire Suppression,NY,New York                      ,Fire
1296,9/19/1999,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,9/16/1999,9/18/1999,Major Disaster,NY,New York                      ,Hurricane
1301,9/22/1999,SEVERE ICE STORMS FLOODING AND HEAVY RAINS,7/16/1999,8/7/1999,Major Disaster,NM,New Mexico                    ,Severe Storm(s)
3141,9/1/1999,HURRICANE DENNIS,8/29/1999,9/11/1999,Emergency,NC,North Carolina                ,Hurricane
3143,9/14/1999,HURRICANE FLOYD EMERGENCY DECLARATIONS,9/14/1999,9/16/1999,Emergency,FL,Florida                       ,Hurricane
