disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType
495,3/19/1976,SEVERE STORMS TORNADOES ICING & FLOODING,3/19/1976,3/19/1976,Major Disaster,MI,Michigan                      ,Severe Storm(s)
3020,1/18/1977,URBAN FIRE,1/18/1977,1/18/1977,Emergency,OK,Oklahoma                      ,Fire
510,6/19/1976,SEVERE STORMS & FLOODING,6/19/1976,6/19/1976,Major Disaster,TX,Texas                         ,Flood
489,10/4/1975,HEAVY RAINS & FLOODING,10/4/1975,10/4/1975,Major Disaster,MD,Maryland                      ,Flood
2020,9/11/1976,TAMARACK,9/11/1976,9/11/1976,Fire Suppression,MN,Minnesota                     ,Fire
3017,9/24/1976,DROUGHT,9/24/1976,9/24/1976,Emergency,MO,Missouri                      ,Drought
502,4/22/1976,TYPHOON MARIE,4/22/1976,4/22/1976,Major Disaster,FM,Federated States of Micronesia,Typhoon
507,6/11/1976,SEVERE STORMS & FLOODING,6/11/1976,6/11/1976,Major Disaster,GA,Georgia                       ,Flood
514,7/13/1976,SEVERE STORMS HIGH WINDS & FLOODING,7/13/1976,7/13/1976,Major Disaster,KS,Kansas                        ,Flood
493,12/18/1975,FIRE & FREEZING,12/18/1975,12/18/1975,Major Disaster,AK,Alaska                        ,Fire
518,8/5/1976,SEVERE STORMS HIGH WINDS & FLOODING,8/5/1976,8/5/1976,Major Disaster,VT,Vermont                       ,Flood
498,4/1/1976,TORNADOES,4/1/1976,4/1/1976,Major Disaster,AR,Arkansas                      ,Tornado
509,6/18/1976,SEVERE STORMS TORNADOES  & FLOODING,6/18/1976,6/18/1976,Major Disaster,IL,Illinois                      ,Severe Storm(s)
488,10/2/1975,SEVERE STORMS TORNADOES & FLOODING,10/2/1975,10/2/1975,Major Disaster,AL,Alabama                       ,Severe Storm(s)
485,9/26/1975,SEVERE STORMS HEAVY RAINS & FLOODING,9/26/1975,9/26/1975,Major Disaster,PA,Pennsylvania                  ,Flood
476,7/17/1975,SEVERE STORMS TORNADOES & FLOODING,7/17/1975,7/17/1975,Major Disaster,MN,Minnesota                     ,Severe Storm(s)
2017,7/29/1975,CUSTER STATE PARK,7/29/1975,7/29/1975,Fire Suppression,SD,South Dakota                  ,Fire
480,9/11/1975,WINDS TORNADOES HEAVY RAINS & FLOODING,9/11/1975,9/11/1975,Major Disaster,OH,Ohio                          ,Flood
474,7/9/1975,SEVERE STORMS FLOODING & TORNADOES,7/9/1975,7/9/1975,Major Disaster,OK,Oklahoma                      ,Severe Storm(s)
483,9/19/1975,TROPICAL STORM ELIOISE,9/19/1975,9/19/1975,Major Disaster,PR,Puerto Rico                   ,Flood
482,9/15/1975,HEAVY RAINS TORNADOES & FLASH FLOODS,9/15/1975,9/15/1975,Major Disaster,WI,Wisconsin                     ,Severe Storm(s)
473,7/5/1975,FLOODING,7/5/1975,7/5/1975,Major Disaster,MN,Minnesota                     ,Flood
475,7/11/1975,SEVERE STORMS & FLOODING,7/11/1975,7/11/1975,Major Disaster,ND,North Dakota                  ,Flood
479,8/22/1975,FLOODING,8/22/1975,8/22/1975,Major Disaster,FL,Florida                       ,Flood
484,9/26/1975,HIGH WINDS HEAVY RAINS & FLOODING,9/26/1975,9/26/1975,Major Disaster,FL,Florida                       ,Flood
478,7/25/1975,TORNADO,7/25/1975,7/25/1975,Major Disaster,IL,Illinois                      ,Tornado
471,6/7/1975,HEAVY RAINS & FLOODING,6/7/1975,6/7/1975,Major Disaster,AR,Arkansas                      ,Flood
463,4/1/1975,SEVERE STORMS & TORNADOES,4/1/1975,4/1/1975,Major Disaster,AR,Arkansas                      ,Tornado
453,11/26/1974,SEVERE STORMS & FLOODING,11/26/1974,11/26/1974,Major Disaster,OK,Oklahoma                      ,Flood
3001,7/22/1974,DROUGHT LIVESTOCK LOSSES,7/22/1974,7/22/1974,Emergency,VI,Virgin Islands of the U.S.    ,Drought
434,5/14/1974,HEAVY RAINS SNOWMELT & FLOODING,5/14/1974,5/14/1974,Major Disaster,ND,North Dakota                  ,Flood
469,5/24/1975,FLOODING FROM RAINS & SNOWMELT,5/24/1975,5/24/1975,Major Disaster,ND,North Dakota                  ,Flood
458,3/14/1975,SEVERE STORMS & FLOODING,3/14/1975,3/14/1975,Major Disaster,AL,Alabama                       ,Flood
451,11/14/1974,SEVERE STORMS LANDSLIDES & FLOODING,11/14/1974,11/14/1974,Major Disaster,VI,Virgin Islands of the U.S.    ,Flood
441,6/10/1974,SEVERE STORMS & FLOODING,6/10/1974,6/10/1974,Major Disaster,OK,Oklahoma                      ,Flood
432,5/7/1974,SEVERE STORMS & FLOODING,5/7/1974,5/7/1974,Major Disaster,CA,California                    ,Flood
472,6/28/1975,RAINS SHOWMELT STORMS & FLOODING,6/28/1975,6/28/1975,Major Disaster,MT,Montana                       ,Flood
3007,1/18/1975,TORNADOES,1/18/1975,1/18/1975,Emergency,AL,Alabama                       ,Tornado
3009,3/19/1975,HIGH WINDS,3/19/1975,3/19/1975,Emergency,KY,Kentucky                      ,Other
438,6/10/1974,SEVERE STORMS & FLOODING,6/10/1974,6/10/1974,Major Disaster,IL,Illinois                      ,Flood
443,6/24/1974,SEVERE STORMS & FLOODING,6/24/1974,6/24/1974,Major Disaster,IA,Iowa                          ,Flood
461,3/29/1975,SEVERE STORMS & FLOODING,3/29/1975,3/29/1975,Major Disaster,KY,Kentucky                      ,Flood
464,4/23/1975,SEVERE STORMS & FLOODING,4/23/1975,4/23/1975,Major Disaster,AL,Alabama                       ,Flood
445,7/11/1974,HEAVY RAINS & FLOODING,7/11/1974,7/11/1974,Major Disaster,OH,Ohio                          ,Flood
3003,9/14/1974,POWER FAILURE,9/14/1974,9/14/1974,Emergency,AK,Alaska                        ,Other
477,7/23/1975,HEAVY RAINS HIGH WINDS HAIL & TORNADOES,7/23/1975,7/23/1975,Major Disaster,NJ,New Jersey                    ,Flood
481,9/12/1975,HEAVY RAINS & FLOODING,9/12/1975,9/12/1975,Major Disaster,WV,West Virginia                 ,Flood
466,5/3/1975,TORNADOES HIGH WINDS & HAIL,5/3/1975,5/3/1975,Major Disaster,MO,Missouri                      ,Tornado
449,9/30/1974,DROUGHT,9/30/1974,9/30/1974,Major Disaster,AS,American Samoa                ,Drought
429,4/12/1974,TORNADOES,4/12/1974,4/12/1974,Major Disaster,MI,Michigan                      ,Tornado
3005,12/24/1974,SEVERE STORMS HIGH WINDS & HIGH TIDES,12/24/1974,12/24/1974,Emergency,NJ,New Jersey                    ,Coastal Storm
436,5/31/1974,SEVERE STORMS & FLOODING,5/31/1974,5/31/1974,Major Disaster,OH,Ohio                          ,Flood
467,5/7/1975,SEVERE STORMS & TORNADOES,5/7/1975,5/7/1975,Major Disaster,NE,Nebraska                      ,Tornado
3010,4/4/1975,HEAVY RAINS & FLOODING,4/4/1975,4/4/1975,Emergency,MS,Mississippi                   ,Flood
450,11/1/1974,SEVERE STORMS,11/1/1974,11/1/1974,Major Disaster,LA,Louisiana                     ,Severe Storm(s)
447,7/23/1974,SEVERE STORMS & FLOODING,7/23/1974,7/23/1974,Major Disaster,NY,New York                      ,Flood
430,4/18/1974,HEAVY RAINS & FLOODING,4/18/1974,4/18/1974,Major Disaster,MS,Mississippi                   ,Flood
468,5/24/1975,SEVERE STORMS & FLOODING,5/24/1975,5/24/1975,Major Disaster,KY,Kentucky                      ,Flood
455,11/30/1974,FLOODING,11/30/1974,11/30/1974,Major Disaster,PR,Puerto Rico                   ,Flood
3004,11/2/1974,FLOODNG (NYS BARGE CANAL),11/2/1974,11/2/1974,Emergency,NY,New York                      ,Flood
435,5/31/1974,HEAVY RAINS & FLOODING,5/31/1974,5/31/1974,Major Disaster,AR,Arkansas                      ,Flood
431,4/26/1974,TORNADOES,4/26/1974,4/26/1974,Major Disaster,WI,Wisconsin                     ,Tornado
3008,3/14/1975,TORNADOES,3/14/1975,3/14/1975,Emergency,GA,Georgia                       ,Tornado
3006,1/18/1975,TORNADOES,1/18/1975,1/18/1975,Emergency,MS,Mississippi                   ,Tornado
442,6/10/1974,SEVERE STORMS & FLOODING,6/10/1974,6/10/1974,Major Disaster,KS,Kansas                        ,Flood
437,6/8/1974,SEVERE STORMS & FLOODING,6/8/1974,6/8/1974,Major Disaster,AR,Arkansas                      ,Flood
456,1/30/1975,TORNADOES,1/30/1975,1/30/1975,Major Disaster,MS,Mississippi                   ,Tornado
459,3/22/1975,SEVERE STORMS & FLOODING,3/22/1975,3/22/1975,Major Disaster,TN,Tennessee                     ,Flood
439,6/10/1974,SEVERE STORMS & FLOODING,6/10/1974,6/10/1974,Major Disaster,MO,Missouri                      ,Flood
444,6/24/1974,FREEZE IN SPAWNING AREAS OF RED SALMON,6/24/1974,6/24/1974,Major Disaster,AK,Alaska                        ,Freezing
460,3/29/1975,TORNADOES HIGH WINDS & HEAVY RAINS,3/29/1975,3/29/1975,Major Disaster,GA,Georgia                       ,Tornado
3011,4/12/1975,HEAVY RAINS & FLOODING,4/12/1975,4/12/1975,Emergency,LA,Louisiana                     ,Flood
2016,7/8/1974,ARGLE & BOOMS CANYON,7/8/1974,7/8/1974,Fire Suppression,SD,South Dakota                  ,Fire
3002,8/29/1974,IMPACT OF DROUGHT,8/29/1974,8/29/1974,Emergency,PR,Puerto Rico                   ,Drought
465,4/26/1975,SEVERE STORMS HIGH WINDS & FLOODING,4/26/1975,4/26/1975,Major Disaster,MI,Michigan                      ,Flood
470,6/6/1975,HEAVY RAINS TORNADOES & FLOODING,6/6/1975,6/6/1975,Major Disaster,LA,Louisiana                     ,Severe Storm(s)
448,9/23/1974,HURRICANE CARMEN,9/23/1974,9/23/1974,Major Disaster,LA,Louisiana                     ,Hurricane
452,11/14/1974,SEVERE STORMS & FLOODING,11/14/1974,11/14/1974,Major Disaster,AK,Alaska                        ,Flood
428,4/12/1974,TORNADOES,4/12/1974,4/12/1974,Major Disaster,NC,North Carolina                ,Tornado
433,5/7/1974,HEAVY RAINS & FLOODING,5/7/1974,5/7/1974,Major Disaster,HI,Hawaii                        ,Flood
454,11/30/1974,SEVERE STORMS & FLOODING,11/30/1974,11/30/1974,Major Disaster,TX,Texas                         ,Flood
2015,5/21/1974,GUADALUIPITA FIRE,5/21/1974,5/21/1974,Fire Suppression,NM,New Mexico                    ,Fire
457,2/15/1975,SEVERE STORMS & FLOODING,2/15/1975,2/15/1975,Major Disaster,TX,Texas                         ,Flood
440,6/10/1974,HEAVY RAINS & FLOODING,6/10/1974,6/10/1974,Major Disaster,MN,Minnesota                     ,Flood
462,4/1/1975,TORNADOES,4/1/1975,4/1/1975,Major Disaster,TX,Texas                         ,Tornado
446,7/13/1974,SEVERE STORMS & FLOODING,7/13/1974,7/13/1974,Major Disaster,MN,Minnesota                     ,Flood
421,4/4/1974,TORNADOES,4/4/1974,4/4/1974,Major Disaster,OH,Ohio                          ,Tornado
426,4/11/1974,SEVERE STORMS & FLOODING,4/11/1974,4/11/1974,Major Disaster,WV,West Virginia                 ,Flood
425,4/5/1974,TORNADOES,4/5/1974,4/5/1974,Major Disaster,GA,Georgia                       ,Tornado
420,4/4/1974,TORNADOES,4/4/1974,4/4/1974,Major Disaster,KY,Kentucky                      ,Tornado
427,4/11/1974,TORNADOES,4/11/1974,4/11/1974,Major Disaster,IL,Illinois                      ,Tornado
416,1/29/1974,SEVERE STORMS & FLOODING,1/29/1974,1/29/1974,Major Disaster,WV,West Virginia                 ,Flood
414,1/25/1974,SEVERE STORMS SNOWMELT & FLOODING,1/25/1974,1/25/1974,Major Disaster,WA,Washington                    ,Flood
424,4/4/1974,TORNADOES,4/4/1974,4/4/1974,Major Disaster,TN,Tennessee                     ,Tornado
419,3/22/1974,HEAVY RAINS & FLOODING,3/22/1974,3/22/1974,Major Disaster,OK,Oklahoma                      ,Flood
413,1/25/1974,SEVERE STORMS SNOWMELT & FLOODING,1/25/1974,1/25/1974,Major Disaster,OR,Oregon                        ,Flood
423,4/4/1974,TORNADOES,4/4/1974,4/4/1974,Major Disaster,IN,Indiana                       ,Tornado
418,2/23/1974,FLOODING,2/23/1974,2/23/1974,Major Disaster,LA,Louisiana                     ,Flood
410,1/18/1974,SEVERE STORMS & FLOODING,1/18/1974,1/18/1974,Major Disaster,ME,Maine                         ,Flood
415,1/25/1974,SEVERE STORMS SNOWMELT & FLOODING,1/25/1974,1/25/1974,Major Disaster,ID,Idaho                         ,Flood
393,6/25/1973,SEVERE STORMS & FLOODING,6/25/1973,6/25/1973,Major Disaster,TX,Texas                         ,Flood
398,7/11/1973,SEVERE STORMS & FLOODING,7/11/1973,7/11/1973,Major Disaster,TX,Texas                         ,Flood
369,3/27/1973,TORNADOES & FLOODING,3/27/1973,3/27/1973,Major Disaster,AL,Alabama                       ,Tornado
374,4/27/1973,SEVERE STORMS & FLOODING,4/27/1973,4/27/1973,Major Disaster,LA,Louisiana                     ,Flood
2007,8/16/1973,PREWITT CREEK FIRE,8/16/1973,8/16/1973,Fire Suppression,MT,Montana                       ,Fire
405,10/16/1973,FIRE (CITY OF CHELSEA),10/16/1973,10/16/1973,Major Disaster,MA,Massachusetts                 ,Fire
379,5/8/1973,DAM FAILURE,5/8/1973,5/8/1973,Major Disaster,CO,Colorado                      ,Dam/Levee Break
388,5/29/1973,SEVERE STORMS & FLOODING,5/29/1973,5/29/1973,Major Disaster,AL,Alabama                       ,Flood
412,1/25/1974,SEVERE STORMS & FLOODING,1/25/1974,1/25/1974,Major Disaster,CA,California                    ,Flood
422,4/4/1974,TORNADOES,4/4/1974,4/4/1974,Major Disaster,AL,Alabama                       ,Tornado
2012,8/23/1973,PLEASANT VALLEY FIRE (NO. 125),8/23/1973,8/23/1973,Fire Suppression,MT,Montana                       ,Fire
384,5/23/1973,HEAVY RAINS & FLOODING,5/23/1973,5/23/1973,Major Disaster,ME,Maine                         ,Flood
417,1/29/1974,SEVERE STORMS FLOODING & LANDSLIDES,1/29/1974,1/29/1974,Major Disaster,MT,Montana                       ,Flood
407,11/1/1973,SEVERE STORMS & FLOODING,11/1/1973,11/1/1973,Major Disaster,MO,Missouri                      ,Flood
2014,9/7/1973,HILLSVIEW FIRE,9/7/1973,9/7/1973,Fire Suppression,OR,Oregon                        ,Fire
390,6/4/1973,MUDSLIDES,6/4/1973,6/4/1973,Major Disaster,OH,Ohio                          ,Mud/Landslide
386,5/23/1973,SEVERE STORMS & FLOODING,5/23/1973,5/23/1973,Major Disaster,IA,Iowa                          ,Flood
366,3/21/1973,HEAVY RAINS & FLOODING,3/21/1973,3/21/1973,Major Disaster,TN,Tennessee                     ,Flood
409,12/10/1973,SEVERE STORMS & FLOODING,12/10/1973,12/10/1973,Major Disaster,OK,Oklahoma                      ,Flood
397,7/6/1973,SEVERE STORMS FLOODING & LANDSLIDES,7/6/1973,7/6/1973,Major Disaster,VT,Vermont                       ,Flood
392,6/13/1973,SEVERE STORMS FLOODING & TORNADOES,6/13/1973,6/13/1973,Major Disaster,OK,Oklahoma                      ,Severe Storm(s)
373,4/26/1973,SEVERE STORMS & FLOODING,4/26/1973,4/26/1973,Major Disaster,IL,Illinois                      ,Flood
368,3/27/1973,HEAVY RAINS TORNADOES & FLOODING,3/27/1973,3/27/1973,Major Disaster,MS,Mississippi                   ,Severe Storm(s)
401,7/20/1973,SEVERE STORMS & FLOODING,7/20/1973,7/20/1973,Major Disaster,NY,New York                      ,Flood
396,7/6/1973,FLOODING & LANDSLIDES,7/6/1973,7/6/1973,Major Disaster,CO,Colorado                      ,Flood
377,4/27/1973,SEVERE STORMS & FLOODING,4/27/1973,4/27/1973,Major Disaster,OH,Ohio                          ,Flood
372,4/19/1973,HEAVY RAINS TORNADOES & FLOODING,4/19/1973,4/19/1973,Major Disaster,MO,Missouri                      ,Severe Storm(s)
2013,9/4/1973,DOE CREEK FIRE,9/4/1973,9/4/1973,Fire Suppression,OR,Oregon                        ,Fire
2008,8/17/1973,PERRY CANYON FIRE,8/17/1973,8/17/1973,Fire Suppression,OR,Oregon                        ,Fire
385,5/23/1973,HEAVY RAINS SNOWMELT AND FLOODING,5/23/1973,5/23/1973,Major Disaster,CO,Colorado                      ,Flood
2009,8/18/1973,GOAT CREEK FIRE,8/18/1973,8/18/1973,Fire Suppression,MT,Montana                       ,Fire
395,6/28/1973,SEVERE STORMS & FLOODING,6/28/1973,6/28/1973,Major Disaster,TN,Tennessee                     ,Flood
381,5/11/1973,SEVERE STORMS & FLOODING,5/11/1973,5/11/1973,Major Disaster,KY,Kentucky                      ,Flood
371,4/12/1973,SEVERE STORMS & FLOODING,4/12/1973,4/12/1973,Major Disaster,MI,Michigan                      ,Flood
402,8/7/1973,SEVERE STORMS & FLOODING,8/7/1973,8/7/1973,Major Disaster,NJ,New Jersey                    ,Flood
378,5/2/1973,SEVERE STORMS & FLOODING,5/2/1973,5/2/1973,Major Disaster,KS,Kansas                        ,Flood
2010,8/18/1973,ROCKY CREEK FIRE,8/18/1973,8/18/1973,Fire Suppression,OR,Oregon                        ,Fire
382,5/11/1973,SEVERE STORMS & FLOODING,5/11/1973,5/11/1973,Major Disaster,TN,Tennessee                     ,Flood
406,10/20/1973,SEVERE STORMS & FLOODING,10/20/1973,10/20/1973,Major Disaster,NE,Nebraska                      ,Flood
389,5/29/1973,SEVERE STORMS & FLOODING,5/29/1973,5/29/1973,Major Disaster,AR,Arkansas                      ,Flood
404,10/13/1973,SEVERE STORMS & FLOODING,10/13/1973,10/13/1973,Major Disaster,OK,Oklahoma                      ,Flood
380,5/11/1973,SEVERE STORMS SNOW MELT & FLOODING,5/11/1973,5/11/1973,Major Disaster,NM,New Mexico                    ,Flood
387,5/26/1973,SEVERE STORMS & FLOODING,5/26/1973,5/26/1973,Major Disaster,FL,Florida                       ,Flood
408,11/7/1973,HEAVY RAINS & FLOODING,11/7/1973,11/7/1973,Major Disaster,AK,Alaska                        ,Flood
391,6/11/1973,SEVERE STORMS & TORNADOES,6/11/1973,6/11/1973,Major Disaster,GA,Georgia                       ,Tornado
400,7/17/1973,SEVERE STORMS & FLOODING,7/17/1973,7/17/1973,Major Disaster,PA,Pennsylvania                  ,Flood
376,4/27/1973,SEVERE STORMS & FLOODING,4/27/1973,4/27/1973,Major Disaster,WI,Wisconsin                     ,Flood
367,3/21/1973,HIGH WINDS WAVE ACTION & FLOODING,3/21/1973,3/21/1973,Major Disaster,NY,New York                      ,Flood
2011,8/20/1973,ORINDALE DRAW FIRE,8/20/1973,8/20/1973,Fire Suppression,OR,Oregon                        ,Fire
399,7/11/1973,SEVERE STORMS & FLOODING,7/11/1973,7/11/1973,Major Disaster,NH,New Hampshire                 ,Flood
383,5/16/1973,EARTHQUAKE,5/16/1973,5/16/1973,Major Disaster,HI,Hawaii                        ,Earthquake
375,4/27/1973,SEVERE STORMS & FLOODING,4/27/1973,4/27/1973,Major Disaster,AR,Arkansas                      ,Flood
403,9/28/1973,SEVERE STORMS TORNADOES & FLOODING,9/28/1973,9/28/1973,Major Disaster,KS,Kansas                        ,Severe Storm(s)
2006,5/24/1973,CHUGACH FIRE,5/24/1973,5/24/1973,Fire Suppression,AK,Alaska                        ,Fire
411,1/21/1974,HEAVY RAINS & FLOODING,1/21/1974,1/21/1974,Major Disaster,NH,New Hampshire                 ,Flood
394,6/25/1973,SEVERE STORMS & FLOODING,6/25/1973,6/25/1973,Major Disaster,NC,North Carolina                ,Flood
370,4/4/1973,TORNADOES & FLOODING,4/4/1973,4/4/1973,Major Disaster,GA,Georgia                       ,Tornado
361,11/20/1972,HEAVY RAINS & FLOODING,11/20/1972,11/20/1972,Major Disaster,NM,New Mexico                    ,Flood
356,9/28/1972,TOXIC ALGAE IN COASTAL WATERS,9/28/1972,9/28/1972,Major Disaster,ME,Maine                         ,Fishing Losses
365,3/12/1973,HIGH WINDS TORNADOES AND FLOODING,3/12/1973,3/12/1973,Major Disaster,TX,Texas                         ,Severe Storm(s)
359,10/10/1972,SEVERE STORMS & FLOODING,10/10/1972,10/10/1972,Major Disaster,VA,Virginia                      ,Flood
350,8/25/1972,SEVERE STORMS & FLOODING,8/25/1972,8/25/1972,Major Disaster,MN,Minnesota                     ,Flood
360,10/25/1972,HEAVY RAINS & FLOODING,10/25/1972,10/25/1972,Major Disaster,AZ,Arizona                       ,Flood
354,9/26/1972,SEVERE STORMS & FLOODING,9/26/1972,9/26/1972,Major Disaster,IA,Iowa                          ,Flood
351,9/4/1972,SEVERE STORMS & FLOODING,9/4/1972,9/4/1972,Major Disaster,IL,Illinois                      ,Flood
355,9/28/1972,HEAVY RAINS & FLOODING,9/28/1972,9/28/1972,Major Disaster,PA,Pennsylvania                  ,Flood
326,3/7/1972,SEVERE STORMS & FLOODING,3/7/1972,3/7/1972,Major Disaster,ME,Maine                         ,Flood
331,5/15/1972,HEAVY RAINS & FLOODING,5/15/1972,5/15/1972,Major Disaster,TN,Tennessee                     ,Flood
364,2/8/1973,SEVERE STORMS HIGH TIDES & FLOODING,2/8/1973,2/8/1973,Major Disaster,CA,California                    ,Flood
2004,6/11/1971,HOG RIVER FIRE,6/11/1971,6/11/1971,Fire Suppression,AK,Alaska                        ,Fire
346,8/1/1972,SEVERE STORMS & FLOODING,8/1/1972,8/1/1972,Major Disaster,NM,New Mexico                    ,Flood
336,6/10/1972,HEAVY RAINS & FLOODING,6/10/1972,6/10/1972,Major Disaster,SD,South Dakota                  ,Flood
321,1/27/1972,SEVERE STORMS & FLOODING,1/27/1972,1/27/1972,Major Disaster,AR,Arkansas                      ,Flood
311,9/13/1971,SEVERE STORMS & FLOODING,9/13/1971,9/13/1971,Major Disaster,NY,New York                      ,Flood
363,12/1/1972,SEVERE STORMS & FLOODING,12/1/1972,12/1/1972,Major Disaster,MI,Michigan                      ,Flood
341,6/23/1972,TROPICAL STORM AGNES,6/23/1972,6/23/1972,Major Disaster,MD,Maryland                      ,Flood
316,1/11/1972,WINDS FLOODING MUDSLIDES,1/11/1972,1/11/1972,Major Disaster,CA,California                    ,Flood
353,9/20/1972,HEAVY RAINS & FLOODING,9/20/1972,9/20/1972,Major Disaster,NM,New Mexico                    ,Flood
358,10/7/1972,SEVERE STORMS & FLOODING,10/7/1972,10/7/1972,Major Disaster,VA,Virginia                      ,Flood
328,3/24/1972,HEAVY RAINS & FLOODING,3/24/1972,3/24/1972,Major Disaster,WA,Washington                    ,Flood
304,3/15/1971,FREEZE,3/15/1971,3/15/1971,Major Disaster,FL,Florida                       ,Freezing
305,5/10/1971,TORNADO,5/10/1971,5/10/1971,Major Disaster,KY,Kentucky                      ,Tornado
343,7/3/1972,SEVERE STORMS & FLOODING,7/3/1972,7/3/1972,Major Disaster,AZ,Arizona                       ,Flood
334,6/10/1972,SEVERE STORMS & FLOODING,6/10/1972,6/10/1972,Major Disaster,WA,Washington                    ,Flood
318,1/19/1972,HEAVY RAINS & FLOODING,1/19/1972,1/19/1972,Major Disaster,MS,Mississippi                   ,Flood
309,8/17/1971,SEVERE STORMS & FLOODING,8/17/1971,8/17/1971,Major Disaster,MD,Maryland                      ,Flood
349,8/23/1972,HEAVY RAINS & FLOODING,8/23/1972,8/23/1972,Major Disaster,WV,West Virginia                 ,Flood
357,9/28/1972,TOXIC ALGAE IN COASTAL WATERS,9/28/1972,9/28/1972,Major Disaster,MA,Massachusetts                 ,Fishing Losses
324,3/2/1972,SEVERE STORMS & EXTENSIVE FLOODING,3/2/1972,3/2/1972,Major Disaster,ID,Idaho                         ,Flood
330,4/5/1972,SEVERE STORM & FREEZING,4/5/1972,4/5/1972,Major Disaster,MI,Michigan                      ,Snow
302,2/22/1971,STORMS & TORNADOES,2/22/1971,2/22/1971,Major Disaster,MS,Mississippi                   ,Tornado
307,5/18/1971,TYPHOON AMY,5/18/1971,5/18/1971,Major Disaster,FM,Federated States of Micronesia,Typhoon
345,7/19/1972,TROPICAL STORM AGNES,7/19/1972,7/19/1972,Major Disaster,OH,Ohio                          ,Flood
320,1/27/1972,HEAVY RAINS & FLOODING,1/27/1972,1/27/1972,Major Disaster,TX,Texas                         ,Flood
348,8/18/1972,SEVERE STORMS & FLOODING,8/18/1972,8/18/1972,Major Disaster,IA,Iowa                          ,Flood
298,10/17/1970,HEAVY RAINS & FLOODING,10/17/1970,10/17/1970,Major Disaster,VI,Virgin Islands of the U.S.    ,Flood
333,5/20/1972,SEVERE STORMS & FLOODING,5/20/1972,5/20/1972,Major Disaster,TX,Texas                         ,Flood
323,2/27/1972,HEAVY RAINS & FLOODING,2/27/1972,2/27/1972,Major Disaster,WV,West Virginia                 ,Flood
308,7/7/1971,FLOODS,7/7/1971,7/7/1971,Major Disaster,NE,Nebraska                      ,Flood
301,2/13/1971,STORMS & FLOODING,2/13/1971,2/13/1971,Major Disaster,OR,Oregon                        ,Flood
339,6/23/1972,TROPICAL STORM AGNES,6/23/1972,6/23/1972,Major Disaster,VA,Virginia                      ,Flood
329,4/5/1972,SEVERE STORMS & FLOODING,4/5/1972,4/5/1972,Major Disaster,CA,California                    ,Flood
314,9/28/1971,HEAVY RAINS & FLOODS,9/28/1971,9/28/1971,Major Disaster,OK,Oklahoma                      ,Flood
306,5/18/1971,TORNADO,5/18/1971,5/18/1971,Major Disaster,TN,Tennessee                     ,Tornado
362,11/24/1972,SEVERE STORMS & FLOODING,11/24/1972,11/24/1972,Major Disaster,OH,Ohio                          ,Flood
352,9/10/1972,HEAVY RAINS & FLOODING,9/10/1972,9/10/1972,Major Disaster,WI,Wisconsin                     ,Flood
335,6/10/1972,SEVERE STORMS & FLOODING,6/10/1972,6/10/1972,Major Disaster,ND,North Dakota                  ,Flood
325,3/6/1972,SEVERE STORMS & FLOODING,3/6/1972,3/6/1972,Major Disaster,MA,Massachusetts                 ,Flood
310,9/4/1971,HEAVY RAINS & FLOODING,9/4/1971,9/4/1971,Major Disaster,NJ,New Jersey                    ,Flood
303,2/23/1971,FLOODS,2/23/1971,2/23/1971,Major Disaster,NE,Nebraska                      ,Flood
299,2/9/1971,SAN FERNANDO EARTHQUAKE,2/9/1971,2/9/1971,Major Disaster,CA,California                    ,Earthquake
338,6/23/1972,TROPICAL STORM AGNES,6/23/1972,6/23/1972,Major Disaster,NY,New York                      ,Flood
313,9/18/1971,HEAVY RAINS HIGH WINDS & FLOODING,9/18/1971,9/18/1971,Major Disaster,TX,Texas                         ,Flood
344,7/3/1972,TROPICAL STORM AGNES,7/3/1972,7/3/1972,Major Disaster,WV,West Virginia                 ,Flood
319,1/21/1972,SEVERE STORMS & FLOODING,1/21/1972,1/21/1972,Major Disaster,OR,Oregon                        ,Flood
297,10/14/1970,HEAVY RAINS TORNADOES & FLOODING,10/14/1970,10/14/1970,Major Disaster,OK,Oklahoma                      ,Severe Storm(s)
340,6/23/1972,TROPICAL STORM AGNES,6/23/1972,6/23/1972,Major Disaster,PA,Pennsylvania                  ,Flood
315,10/13/1971,HURRICANE EDITH,10/13/1971,10/13/1971,Major Disaster,LA,Louisiana                     ,Hurricane
342,6/27/1972,FLOODING CAUSED BY LEVEE BREAK,6/27/1972,6/27/1972,Major Disaster,CA,California                    ,Flood
347,8/1/1972,SEVERE STORMS & FLOODING,8/1/1972,8/1/1972,Major Disaster,MN,Minnesota                     ,Flood
317,1/14/1972,SEVERE STORMS & FLOODING,1/14/1972,1/14/1972,Major Disaster,OK,Oklahoma                      ,Flood
322,2/1/1972,SEVERE STORMS & FLOODING,2/1/1972,2/1/1972,Major Disaster,WA,Washington                    ,Flood
300,2/9/1971,HEAVY RAINS MELTING SNOWS & FLOODING,2/9/1971,2/9/1971,Major Disaster,WA,Washington                    ,Flood
327,3/18/1972,COASTAL STORMS,3/18/1972,3/18/1972,Major Disaster,NH,New Hampshire                 ,Coastal Storm
337,6/23/1972,TROPICAL STORM AGNES,6/23/1972,6/23/1972,Major Disaster,FL,Florida                       ,Coastal Storm
