,disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate
2282,4120,,,,,,,,
2283,4155,,,,,,,,
2284,4145,16551.0,61848927.77,56909350.93,4939576.84,,,,2019-09-03T00:00:00.000Z
2285,4180,,,,,,,,
2286,4170,,,,,,,,
2287,4059,663.0,2455408.1,2267219.55,188188.55,,,,2019-09-03T00:00:00.000Z
2288,4195,73237.0,155438067.3,123490869.89,31947197.41,,,,2019-09-03T00:00:00.000Z
2289,4084,,,,,,,,
2290,4074,,,,,,,,
2291,4099,,,,,,,,
2292,4124,,,,,,,,
2293,4149,,,,,,,,
2294,4156,,,,,,,,
2295,4137,,,,,,,,
2296,4162,,,,,,,,
2297,4187,,,,,,,,
2298,4075,,,,,,,,
2299,4100,,,,,,,,
2300,4127,,,,,,,,
2301,4125,,,,,,,,
2302,4152,,,,,,,,
2303,4150,,,,,,,,
2304,4177,7101.0,35062955.9,28935762.88,6127193.02,,,,2019-09-03T00:00:00.000Z
2305,4175,945.0,5847689.28,4365948.0,1481741.28,,,,2019-09-03T00:00:00.000Z
2306,4065,,,,,,,,
2307,4054,,,,,,,,
2308,4079,,,,,,,,
2309,4104,,,,,,,,
2310,4129,,,,,,,,
2311,4154,,,,,,,,
2312,4122,294.0,3490150.63,1613360.14,1876790.49,,,,2019-09-03T00:00:00.000Z
2313,4147,,,,,,,,
2314,4090,,,,,,,,
2315,4172,,,,,,,,
2316,4115,,,,,,,,
2317,4060,187.0,1042290.55,810073.94,232216.61,,,,2019-09-03T00:00:00.000Z
2318,4140,,,,,,,,
2319,4165,,,,,,,,
2320,4190,,,,,,,,
2321,4085,117643.0,1012579749.02,866601465.46,145978283.56,,,,2019-09-03T00:00:00.000Z
2322,4069,,,,,,,,
2323,4110,,,,,,,,
2324,4094,,,,,,,,
2325,4119,,,,,,,,
2326,4135,,,,,,,,
2327,4144,,,,,,,,
2328,4166,,,,,,,,
2329,4160,,,,,,,,
2330,4191,,,,,,,,
2331,4185,,,,,,,,
2332,4184,,,,,,,,
2333,4064,,,,,,,,
2334,4089,105.0,421340.81,378748.8,42592.01,,,,2019-09-03T00:00:00.000Z
2335,4114,,,,,,,,
2336,4139,,,,,,,,
2337,4164,,,,,,,,
2338,4186,,,,,,,,
2339,4179,,,,,,,,
2340,4171,,,,,,,,
2341,4196,,,,,,,,
2342,4189,,,,,,,,
2343,4109,,,,,,,,
2344,4176,7377.0,22385911.89,17767131.04,4618780.85,,,,2019-09-03T00:00:00.000Z
2345,4134,,,,,,,,
2346,4169,,,,,,,,
2347,4194,,,,,,,,
2348,4159,,,,,,,,
2349,4181,,,,,,,,
2350,4174,341.0,3041132.24,2335071.08,706061.16,,,,2019-09-03T00:00:00.000Z
2351,4206,,,,,,,,
2352,4197,,,,,,,,
2353,4215,,,,,,,,
2354,4240,1538.0,12733883.73,8548934.33,4184949.4,,,,2019-09-03T00:00:00.000Z
2355,4201,,,,,,,,
2356,4221,,,,,,,,
2357,4218,,,,,,,,
2358,4235,4864.0,25097245.58,17379956.6,7717288.98,,,,2019-09-03T00:00:00.000Z
2359,4205,,,,,,,,
2360,4216,,,,,,,,
2361,4213,,,,,,,,
2362,4230,,,,,,,,
2363,4255,,,,,,,,
2364,4200,,,,,,,,
2365,4210,,,,,,,,
2366,4208,,,,,,,,
2367,4225,,,,,,,,
2368,4250,2458.0,13173843.43,10765588.81,2408254.62,,,,2019-09-03T00:00:00.000Z
2369,4212,,,,,,,,
2370,4231,,,,,,,,
2371,4260,,,,,,,,
2372,4222,4610.0,18563163.18,16100633.78,2462529.4,,,,2019-09-03T00:00:00.000Z
2373,4241,28154.0,89803712.87,77971796.97,11831915.9,,,,2019-09-03T00:00:00.000Z
2374,4266,1860.0,21144461.52,18326321.56,2818139.96,,,,2019-09-03T00:00:00.000Z
2375,4291,2261.0,10195614.19,8240163.88,1955450.31,,,,2019-09-03T00:00:00.000Z
2376,4198,,,,,,,,
2377,4233,,,,,,,,
2378,4258,,,,,,,,
2379,4202,,,,,,,,
2380,4227,148.0,1293347.34,1015897.76,277449.58,,,,2019-09-03T00:00:00.000Z
2381,4211,,,,,,,,
2382,4246,,,,,,,,
2383,4203,,,,,,,,
2384,4271,,,,,,,,
2385,4220,,,,,,,,
2386,4296,,,,,,,,
2387,4245,3304.0,18608796.05,14700160.84,3908635.21,,,,2019-09-03T00:00:00.000Z
2388,4207,,,,,,,,
2389,4256,,,,,,,,
2390,4226,256.0,1157319.71,1046550.88,110768.83,,,,2019-09-03T00:00:00.000Z
2391,4281,,,,,,,,
2392,4251,,,,,,,,
2393,4306,,,,,,,,
2394,4276,,,,,,,,
2395,4223,12949.0,57439397.63,45114985.07,12324412.56,,,,2019-09-03T00:00:00.000Z
2396,4301,,,,,,,,
2397,4248,328.0,2903899.73,2379211.71,524688.02,,,,2019-09-03T00:00:00.000Z
2398,4204,,,,,,,,
2399,4199,,,,,,,,
2400,4243,,,,,,,,
2401,4238,,,,,,,,
2402,4263,15950.0,94361628.91,74284720.15,20076908.76,,,,2019-09-03T00:00:00.000Z
2403,4217,1086.0,4083323.11,2933602.92,1149720.19,,,,2019-09-03T00:00:00.000Z
2404,4236,,,,,,,,
2405,4261,,,,,,,,
2406,4286,11647.0,39700862.51,32647472.31,7053390.2,,,,2019-09-03T00:00:00.000Z
2407,4311,,,,,,,,
2408,4228,,,,,,,,
2409,4253,,,,,,,,
2410,4265,,,,,,,,
2411,4232,,,,,,,,
2412,4242,,,,,,,,
2413,4257,,,,,,,,
2414,4267,,,,,,,,
2415,4282,,,,,,,,
2416,4292,,,,,,,,
2417,4307,,,,,,,,
2418,4317,1978.0,12527583.31,10311780.12,2215803.19,,,,2019-09-03T00:00:00.000Z
2419,4332,373149.0,1656764485.02,1243126889.94,413637595.08,,,,2019-09-03T00:00:00.000Z
2420,4342,,,,,,,,
2421,4357,6080.0,20543787.44,13584223.45,6959563.99,,,,2019-09-03T00:00:00.000Z
2422,5009,,,,,,,,
2423,4326,1579.0,5217208.76,4668384.17,548824.59,,,,2019-09-03T00:00:00.000Z
2424,4336,1665.0,12797031.45,10989550.96,1807480.49,,,,2019-09-03T00:00:00.000Z
2425,4219,,,,,,,,
2426,4229,,,,,,,,
2427,4244,,,,,,,,
2428,4254,217.0,1212227.55,1118316.44,93911.11,,,,2019-09-03T00:00:00.000Z
2429,4269,10618.0,62683456.32,45072744.7,17610711.62,,,,2019-09-03T00:00:00.000Z
2430,4279,,,,,,,,
2431,4278,,,,,,,,
2432,4288,,,,,,,,
2433,4237,391.0,439284.08,220241.9,219042.18,,,,2019-09-03T00:00:00.000Z
2434,4270,,,,,,,,
2435,4262,,,,,,,,
2436,4247,,,,,,,,
2437,4287,,,,,,,,
2438,4272,5697.0,40647560.21,34026997.09,6620563.12,,,,2019-09-03T00:00:00.000Z
2439,4312,,,,,,,,
2440,4297,593.0,2962689.95,1955548.44,1007141.51,,,,2019-09-03T00:00:00.000Z
2441,4337,774690.0,1020957793.66,712473211.17,308484582.49,,,,2019-09-03T00:00:00.000Z
2442,4322,,,,,,,,
2443,5004,,,,,,,,
2444,4347,,,,,,,,
2445,4331,469.0,2770197.73,2279644.59,490553.14,,,,2019-09-03T00:00:00.000Z
2446,4316,,,,,,,,
2447,4224,,,,,,,,
2448,4209,,,,,,,,
2449,4249,,,,,,,,
2450,4234,,,,,,,,
2451,4274,,,,,,,,
2452,4259,,,,,,,,
2453,4283,6817.0,21105530.96,17967178.06,3138352.9,,,,2019-09-03T00:00:00.000Z
2454,4268,1402.0,8141242.5,6596252.97,1544989.53,,,,2019-09-03T00:00:00.000Z
2455,4275,,,,,,,,
2456,4252,,,,,,,,
2457,4277,83010.0,776036822.5,612168474.28,163868348.22,,,,2019-09-03T00:00:00.000Z
2458,4302,,,,,,,,
2459,4327,,,,,,,,
2460,4352,,,,,,,,
2461,4321,,,,,,,,
2462,4214,,,,,,,,
2463,4239,921.0,5516103.42,4868940.89,647162.53,,,,2019-09-03T00:00:00.000Z
2464,4264,,,,,,,,
2465,4273,4949.0,42352923.65,35711175.9,6641747.75,,,,2019-09-03T00:00:00.000Z
2466,4280,1984.0,8693303.61,6904983.45,1788320.16,,,,2019-09-03T00:00:00.000Z
2467,4295,577.0,3338999.67,2421481.31,917518.36,,,,2019-09-03T00:00:00.000Z
2468,4320,,,,,,,,
2469,4305,,,,,,,,
2470,4345,,,,,,,,
2471,4330,,,,,,,,
2472,4341,3.0,9674.92,9674.92,,,,,2019-09-03T00:00:00.000Z
2473,4355,,,,,,,,
2474,5008,,,,,,,,
2475,4351,,,,,,,,
2476,4304,,,,,,,,
2477,4289,,,,,,,,
2478,4329,,,,,,,,
2479,4314,,,,,,,,
2480,4354,,,,,,,,
2481,4339,472232.0,1316363586.22,753835766.48,562527819.74,,,,2019-09-03T00:00:00.000Z
2482,4303,,,,,,,,
2483,5006,,,,,,,,
2484,4290,661.0,2598417.07,2411058.28,187358.79,,,,2019-09-03T00:00:00.000Z
2485,4313,,,,,,,,
2486,4315,,,,,,,,
2487,4338,9371.0,13643351.67,10119352.55,3523999.12,,,,2019-09-03T00:00:00.000Z
2488,4340,11701.0,44112249.83,30365387.35,13746862.48,,,,2019-09-03T00:00:00.000Z
2489,5005,,,,,,,,
2490,5007,,,,,,,,
2491,4285,28971.0,98842212.59,69249444.05,29592768.54,,,,2019-09-03T00:00:00.000Z
2492,5003,,,,,,,,
2493,4310,,,,,,,,
2494,4299,,,,,,,,
2495,4335,8891.0,40820542.17,29553477.81,11267064.36,,,,2019-09-03T00:00:00.000Z
2496,4324,,,,,,,,
2497,4349,,,,,,,,
2498,5002,,,,,,,,
2499,4298,,,,,,,,
2500,4323,,,,,,,,
2501,4300,588.0,3006480.74,2381737.69,624743.05,,,,2019-09-03T00:00:00.000Z
2502,4348,,,,,,,,
2503,4325,,,,,,,,
2504,4350,,,,,,,,
2505,4346,,,,,,,,
2506,4284,2093.0,6611177.87,5306453.19,1304724.68,,,,2019-09-03T00:00:00.000Z
2507,4309,,,,,,,,
2508,4334,,,,,,,,
2509,5001,,,,,,,,
2510,4308,,,,,,,,
2511,4333,,,,,,,,
2512,5000,,,,,,,,
2513,4356,,,,,,,,
2514,4294,321.0,631364.39,458957.44,172406.95,,,,2019-09-03T00:00:00.000Z
2515,4319,,,,,,,,
2516,4344,4417.0,17985748.57,11056365.64,6929382.93,,,,2019-09-03T00:00:00.000Z
2517,4328,,,,,,,,
2518,4293,442.0,3433359.29,1663176.79,1770182.5,,,,2019-09-03T00:00:00.000Z
2519,4318,913.0,3961671.43,3159425.67,802245.76,,,,2019-09-03T00:00:00.000Z
2520,4353,737.0,5083103.1,4189991.4,893111.7,,,,2019-09-03T00:00:00.000Z
2521,4343,,,,,,,,
2522,5010,,,,,,,,
2523,5012,,,,,,,,
2524,5021,,,,,,,,
2525,5039,,,,,,,,
2526,5022,,,,,,,,
2527,5014,,,,,,,,
2528,5064,,,,,,,,
2529,5024,,,,,,,,
2530,5089,,,,,,,,
2531,5031,,,,,,,,
2532,5114,,,,,,,,
2533,5049,,,,,,,,
2534,5074,,,,,,,,
2535,5099,,,,,,,,
2536,5124,,,,,,,,
2537,5056,,,,,,,,
2538,5081,,,,,,,,
2539,5106,,,,,,,,
2540,5131,,,,,,,,
2541,5016,,,,,,,,
2542,5034,,,,,,,,
2543,5017,,,,,,,,
2544,5059,,,,,,,,
2545,5084,,,,,,,,
2546,5109,,,,,,,,
2547,5011,,,,,,,,
2548,5019,,,,,,,,
2549,5026,,,,,,,,
2550,5044,,,,,,,,
2551,5069,,,,,,,,
2552,5094,,,,,,,,
2553,5119,,,,,,,,
2554,5051,,,,,,,,
2555,5029,,,,,,,,
2556,5036,,,,,,,,
2557,5054,,,,,,,,
2558,5079,,,,,,,,
2559,5104,,,,,,,,
2560,5129,,,,,,,,
2561,5061,,,,,,,,
2562,5086,,,,,,,,
2563,5111,,,,,,,,
2564,5027,,,,,,,,
2565,5052,,,,,,,,
2566,5077,,,,,,,,
2567,5047,,,,,,,,
2568,5072,,,,,,,,
2569,5015,,,,,,,,
2570,5018,,,,,,,,
2571,5076,,,,,,,,
2572,5046,,,,,,,,
2573,5101,,,,,,,,
2574,5071,,,,,,,,
2575,5126,,,,,,,,
2576,5096,,,,,,,,
2577,5042,,,,,,,,
2578,5121,,,,,,,,
2579,5067,,,,,,,,
2580,5037,,,,,,,,
2581,5092,,,,,,,,
2582,5062,,,,,,,,
2583,5013,,,,,,,,
2584,5087,,,,,,,,
2585,5020,,,,,,,,
2586,5030,,,,,,,,
2587,5023,,,,,,,,
2588,5041,,,,,,,,
2589,5066,,,,,,,,
2590,5091,,,,,,,,
2591,5116,,,,,,,,
2592,5032,,,,,,,,
2593,5057,,,,,,,,
2594,5082,,,,,,,,
2595,5025,,,,,,,,
2596,5028,,,,,,,,
2597,5117,,,,,,,,
2598,5112,,,,,,,,
2599,5142,,,,,,,,
2600,5137,,,,,,,,
2601,5167,,,,,,,,
2602,5162,,,,,,,,
2603,5192,,,,,,,,
2604,5187,,,,,,,,
2605,5217,,,,,,,,
2606,5212,,,,,,,,
2607,5045,,,,,,,,
2608,5040,,,,,,,,
2609,5070,,,,,,,,
2610,5065,,,,,,,,
2611,5095,,,,,,,,
2612,5090,,,,,,,,
2613,5120,,,,,,,,
2614,5115,,,,,,,,
2615,5038,,,,,,,,
2616,5033,,,,,,,,
2617,5063,,,,,,,,
2618,5107,,,,,,,,
2619,5088,,,,,,,,
2620,5132,,,,,,,,
2621,5157,,,,,,,,
2622,5182,,,,,,,,
2623,5207,,,,,,,,
2624,5035,,,,,,,,
2625,5060,,,,,,,,
2626,5085,,,,,,,,
2627,5110,,,,,,,,
2628,5135,,,,,,,,
2629,5113,,,,,,,,
2630,5053,,,,,,,,
2631,5134,,,,,,,,
2632,5078,,,,,,,,
2633,5159,,,,,,,,
2634,5103,,,,,,,,
2635,5151,,,,,,,,
2636,5128,,,,,,,,
2637,5149,,,,,,,,
2638,5141,,,,,,,,
2639,5102,,,,,,,,
2640,5127,,,,,,,,
2641,5152,,,,,,,,
2642,5058,,,,,,,,
2643,5177,,,,,,,,
2644,5202,,,,,,,,
2645,5083,,,,,,,,
2646,5227,,,,,,,,
2647,5108,,,,,,,,
2648,5055,,,,,,,,
2649,5133,,,,,,,,
2650,5080,,,,,,,,
2651,5154,,,,,,,,
2652,5105,,,,,,,,
2653,5146,,,,,,,,
2654,5130,,,,,,,,
2655,5048,,,,,,,,
2656,5073,,,,,,,,
2657,5098,,,,,,,,
2658,5123,,,,,,,,
2659,5144,,,,,,,,
2660,5136,,,,,,,,
2661,5161,,,,,,,,
2662,5097,,,,,,,,
2663,5122,,,,,,,,
2664,5147,,,,,,,,
2665,5172,,,,,,,,
2666,5197,,,,,,,,
2667,5222,,,,,,,,
2668,5050,,,,,,,,
2669,5075,,,,,,,,
2670,5100,,,,,,,,
2671,5125,,,,,,,,
2672,5043,,,,,,,,
2673,5068,,,,,,,,
2674,5093,,,,,,,,
2675,5118,,,,,,,,
2676,5139,,,,,,,,
2677,5164,,,,,,,,
2678,5156,,,,,,,,
2679,5140,,,,,,,,
2680,5145,,,,,,,,
2681,5143,,,,,,,,
2682,5148,,,,,,,,
2683,5168,,,,,,,,
2684,5173,,,,,,,,
2685,5193,,,,,,,,
2686,5198,,,,,,,,
2687,5218,,,,,,,,
2688,5223,,,,,,,,
2689,5179,,,,,,,,
2690,5184,,,,,,,,
2691,5204,,,,,,,,
2692,5209,,,,,,,,
2693,5229,,,,,,,,
2694,5166,,,,,,,,
2695,5186,,,,,,,,
2696,5191,,,,,,,,
2697,5211,,,,,,,,
2698,5216,,,,,,,,
2699,5150,,,,,,,,
2700,5153,,,,,,,,
2701,5178,,,,,,,,
2702,5203,,,,,,,,
2703,5228,,,,,,,,
2704,5189,,,,,,,,
2705,5214,,,,,,,,
2706,5171,,,,,,,,
2707,5196,,,,,,,,
2708,5221,,,,,,,,
2709,5138,,,,,,,,
2710,5163,,,,,,,,
2711,5155,,,,,,,,
2712,5188,,,,,,,,
2713,5158,,,,,,,,
2714,5213,,,,,,,,
2715,5183,,,,,,,,
2716,5174,,,,,,,,
2717,5208,,,,,,,,
2718,5199,,,,,,,,
2719,5169,,,,,,,,
2720,5224,,,,,,,,
2721,5194,,,,,,,,
2722,5181,,,,,,,,
2723,5206,,,,,,,,
2724,5219,,,,,,,,
2725,5176,,,,,,,,
2726,5201,,,,,,,,
2727,5226,,,,,,,,
2728,5180,,,,,,,,
2729,5205,,,,,,,,
2730,5170,,,,,,,,
2731,5195,,,,,,,,
2732,5175,,,,,,,,
2733,5220,,,,,,,,
2734,5200,,,,,,,,
2735,5225,,,,,,,,
2736,5160,,,,,,,,
2737,5185,,,,,,,,
2738,5210,,,,,,,,
2739,5165,,,,,,,,
2740,5190,,,,,,,,
2741,5215,,,,,,,,
2742,5230,,,,,,,,
2743,4359,,,,,,,,
2744,4360,,,,,,,,
2745,4358,,,,,,,,
2746,5232,,,,,,,,
2747,5231,,,,,,,,
2748,5234,,,,,,,,
2749,5233,,,,,,,,
2750,5235,,,,,,,,
2751,4361,,,,,,,,
2752,4362,264.0,774416.84,549705.7,224711.14,,,,2019-09-03T00:00:00.000Z
2753,5236,,,,,,,,
2754,5237,,,,,,,,
2755,4363,1165.0,3878524.6,3431775.46,446749.14,,,,2019-09-03T00:00:00.000Z
2756,4364,230.0,723486.85,399313.66,324173.19,,,,2019-09-03T00:00:00.000Z
2757,4365,252.0,1591923.18,1292943.99,298979.19,,,,2019-09-03T00:00:00.000Z
2758,4366,1009.0,12249222.73,10884695.05,1364527.68,,,,2019-09-03T00:00:00.000Z
2759,5238,,,,,,,,
2760,4367,,,,,,,,
2761,5239,,,,,,,,
2762,4369,,,,,,,,
2763,4368,,,,,,,,
2764,4371,,,,,,,,
2765,4370,,,,,,,,
2766,5240,,,,,,,,
2767,5241,,,,,,,,
2768,5242,,,,,,,,
2769,5243,,,,,,,,
2770,4373,,,,,,,,
2771,4372,,,,,,,,
2772,4374,,,,,,,,
2773,5245,,,,,,,,
2774,5244,,,,,,,,
2775,4375,,,,,,,,
2776,4376,,,,,,,,
2777,5247,,,,,,,,
2778,5246,,,,,,,,
2779,5249,,,,,,,,
2780,5248,,,,,,,,
2781,4377,5117.0,30633304.82,24161318.25,6471986.57,,,,2019-09-03T00:00:00.000Z
2782,5252,,,,,,,,
2783,5251,,,,,,,,
2784,5250,,,,,,,,
2785,5253,,,,,,,,
2786,4378,,,,,,,,
2787,4379,,,,,,,,
2788,5254,,,,,,,,
2789,5256,,,,,,,,
2790,5255,,,,,,,,
2791,5257,,,,,,,,
2792,5258,,,,,,,,
2793,5259,,,,,,,,
2794,3398,,,,,,,,
2795,4380,,,,,,,,
2796,5261,,,,,,,,
2797,5263,,,,,,,,
2798,5264,,,,,,,,
2799,5262,,,,,,,,
2800,5260,,,,,,,,
2801,4381,,,,,,,,
2802,5265,,,,,,,,
2803,4382,497.0,8051873.46,5846880.36,2204993.1,,,,2019-09-03T00:00:00.000Z
2804,5267,,,,,,,,
2805,5266,,,,,,,,
2806,4383,,,,,,,,
2807,5268,,,,,,,,
2808,5270,,,,,,,,
2809,5273,,,,,,,,
2810,5269,,,,,,,,
2811,5271,,,,,,,,
2812,5272,,,,,,,,
2813,4384,,,,,,,,
2814,4385,,,,,,,,
2815,4386,,,,,,,,
2816,3399,,,,,,,,
2817,4387,,,,,,,,
2818,5274,,,,,,,,
2819,4388,,,,,,,,
2820,4389,,,,,,,,
2821,5275,,,,,,,,
2822,4391,,,,,,,,
2823,4390,,,,,,,,
2824,3400,,,,,,,,
2825,3402,,,,,,,,
2826,4392,,,,,,,,
2827,4393,34689.0,132487768.17,108824573.41,23663194.76,,,,2019-09-03T00:00:00.000Z
2828,4394,5174.0,24336050.17,21338808.77,2997241.4,,,,2019-09-03T00:00:00.000Z
2829,5276,,,,,,,,
2830,5277,,,,,,,,
2831,4395,,,,,,,,
2832,4396,394.0,1010927.0,628323.13,382603.87,,,,2019-09-03T00:00:00.000Z
2833,4397,,,,,,,,
2834,4398,,,,,,,,
2835,4399,31373.0,145752558.08,119357779.89,26394778.19,,,,2019-09-03T00:00:00.000Z
2836,3407,,,,,,,,
2837,4401,,,,,,,,
2838,4400,5079.0,12486923.66,9783800.63,2703123.03,,,,2019-09-03T00:00:00.000Z
2839,4402,2039.0,8888541.27,7990309.67,898231.6,,,,2019-09-03T00:00:00.000Z
2840,4403,,,,,,,,
2841,3408,,,,,,,,
2842,4404,6956.0,39935544.37,22236880.35,17698664.02,,,,2019-09-03T00:00:00.000Z
2843,4405,,,,,,,,
2844,4406,,,,,,,,
2845,5279,,,,,,,,
2846,5278,,,,,,,,
2847,5280,,,,,,,,
2848,3409,,,,,,,,
2849,4407,8026.0,87661016.18,56042047.77,31618968.41,,,,2019-09-03T00:00:00.000Z
2850,4408,,,,,,,,
2851,4409,,,,,,,,
2852,3410,,,,,,,,
2853,4410,,,,,,,,
2854,4411,,,,,,,,
2855,4412,,,,,,,,
2856,4413,4311.0,24678207.52,24369112.1,309095.42,,,,2019-09-03T00:00:00.000Z
2857,4414,,,,,,,,
2858,4415,,,,,,,,
2859,4416,,,,,,,,
2860,4417,,,,,,,,
2861,4418,,,,,,,,
2862,4419,136.0,1293818.47,1027576.99,266241.48,,,,2019-09-03T00:00:00.000Z
2863,5281,,,,,,,,
2864,4420,3256.0,25862310.28,23037618.59,2824691.69,,,,2019-09-03T00:00:00.000Z
2865,4421,1733.0,14936189.88,13203762.23,1732427.65,,,,2019-09-03T00:00:00.000Z
2866,4422,,,,,,,,
2867,4423,,,,,,,,
2868,4425,,,,,,,,
2869,4424,,,,,,,,
2870,4426,,,,,,,,
2871,4428,,,,,,,,
2872,4427,,,,,,,,
2873,4429,,,,,,,,
2874,4430,,,,,,,,
2875,4432,,,,,,,,
2876,4431,,,,,,,,
2877,4433,,,,,,,,
2878,4434,,,,,,,,
2879,4436,,,,,,,,
2880,4435,,,,,,,,
2881,4437,,,,,,,,
2882,3411,,,,,,,,
2883,3412,,,,,,,,
2884,3413,,,,,,,,
2885,3414,,,,,,,,
2886,4438,2187.0,14988484.81,12834609.81,2153875.0,,,,2019-09-03T00:00:00.000Z
2887,4439,,,,,,,,
2888,4441,924.0,8805171.65,8260890.6,544281.05,,,,2019-09-03T00:00:00.000Z
2889,4440,905.0,1892790.42,1523266.04,369524.38,,,,2019-09-03T00:00:00.000Z
2890,4442,,,,,,,,
2891,4443,,,,,,,,
2892,4444,,,,,,,,
2893,4445,,,,,,,,
2894,4446,,,,,,,,
2895,4447,1595.0,4377259.5,3129753.69,1247505.81,,,,2019-09-03T00:00:00.000Z
2896,4448,,,,,,,,
2897,4449,,,,,,,,
2898,4450,,,,,,,,
2899,5282,,,,,,,,
2900,3415,,,,,,,,
2901,4451,1436.0,6642730.06,5623052.63,1019677.43,,,,2019-09-03T00:00:00.000Z
2902,4452,,,,,,,,
2903,3416,,,,,,,,
2904,4453,,,,,,,,
2905,4454,2169.0,11376601.35,9849886.17,1526715.18,,,,2019-09-03T00:00:00.000Z
2906,5283,,,,,,,,
2907,5284,,,,,,,,
2908,5286,,,,,,,,
2909,5285,,,,,,,,
2910,4455,,,,,,,,
2911,4456,,,,,,,,
2912,4457,,,,,,,,
2913,5287,,,,,,,,
2914,5288,,,,,,,,
2915,5290,,,,,,,,
2916,5289,,,,,,,,
2917,5291,,,,,,,,
2918,4458,,,,,,,,
2919,4459,,,,,,,,
2920,3417,,,,,,,,
2921,3418,,,,,,,,
2922,3419,,,,,,,,
2923,3420,,,,,,,,
2924,5292,,,,,,,,
2925,3421,,,,,,,,
2926,3422,,,,,,,,
